0.58338,0.582784,0.582174,0.586204,0.585583,0.584952,0.588512,0.587864,0.587203,0.611436,0.599305,0.586602,0.591664,0.57888,0.565442,0.574857,0.561459,0.547357,0.569051,0.570431,0.573105,0.558372,0.561311,0.564334,0.550538,0.553727,0.557039,0.674641,0.674149,0.673642,0.673147,0.672607,0.672085,0.671969,0.671411,0.670834,0.38406,0.373968,0.364362,0.377522,0.36766,0.358278,0.372476,0.362779,0.353551,0.418852,0.40622,0.40396,0.415576,0.403041,0.401575,0.413038,0.400603,0.399737,0.641038,0.632677,0.623997,0.62764,0.619132,0.6103,0.61793,0.608978,0.599616,0.564742,0.567181,0.569658,0.558621,0.561441,0.56433,0.553654,0.556771,0.55997,0.727247
0.615895,0.616428,0.616977,0.618968,0.619464,0.619943,0.621462,0.621916,0.622367,0.589051,0.574748,0.559767,0.568687,0.553356,0.537223,0.551373,0.535121,0.517976,0.772892,0.767905,0.763448,0.758022,0.754346,0.750526,0.74625,0.743075,0.739784,0.555739,0.547634,0.539623,0.554999,0.546685,0.538481,0.554431,0.545938,0.537555,0.468328,0.451618,0.4357,0.462042,0.445509,0.429729,0.457194,0.440759,0.425121,0.624024,0.605149,0.593525,0.619051,0.600427,0.58955,0.615214,0.596791,0.586486,0.62908,0.617734,0.605972,0.613863,0.602035,0.589713,0.602711,0.59012,0.576942,0.767736,0.76413,0.76047,0.756501,0.753598,0.750625,0.747392,0.745012,0.742585,0.761553
0.724585,0.725544,0.726542,0.724494,0.7255,0.726527,0.724438,0.725464,0.726513,0.229596,0.223443,0.216981,0.218288,0.211846,0.205075,0.208685,0.201986,0.194918,0.316143,0.322615,0.331251,0.308151,0.316929,0.325976,0.303134,0.312198,0.321593,0.757109,0.753858,0.750644,0.755476,0.75215,0.748876,0.754179,0.7508,0.747466,0.208384,0.202751,0.197381,0.203618,0.198162,0.192954,0.199959,0.194613,0.189541,0.309772,0.298881,0.300132,0.307487,0.296705,0.298845,0.305709,0.295044,0.297868,0.213547,0.207725,0.201665,0.203295,0.197309,0.191082,0.197813,0.190976,0.183821,0.288437,0.296797,0.30533,0.283419,0.292114,0.301002,0.279354,0.288291,0.297479,0.504674
0.574839,0.573657,0.572456,0.575572,0.574371,0.573137,0.57617,0.574951,0.573694,0.403924,0.398287,0.392386,0.386865,0.380726,0.374255,0.372373,0.365736,0.358765,0.500153,0.498782,0.498812,0.494904,0.49547,0.496061,0.491704,0.492714,0.493775,0.332496,0.326451,0.320487,0.333025,0.3268,0.320672,0.333442,0.32709,0.320825,0.244185,0.237905,0.231917,0.239284,0.233169,0.227348,0.235496,0.229484,0.223791,0.343474,0.330161,0.32854,0.341208,0.328002,0.327223,0.33945,0.326347,0.326218,0.427508,0.424351,0.421057,0.416082,0.412821,0.409412,0.408825,0.404937,0.400844,0.453424,0.452869,0.452317,0.450042,0.449905,0.449765,0.447283,0.447477,0.447677,0.692926
0.545084,0.546487,0.547915,0.546293,0.547726,0.549173,0.547293,0.548724,0.55018,0.371878,0.371306,0.37068,0.358577,0.357823,0.357048,0.347269,0.346356,0.345398,0.592074,0.5909,0.590884,0.585219,0.585996,0.586805,0.580493,0.581934,0.583406,0.635489,0.633931,0.632402,0.637329,0.635747,0.634194,0.638818,0.637211,0.635614,0.249114,0.242999,0.237186,0.244517,0.238587,0.232924,0.240991,0.23515,0.22962,0.416737,0.40156,0.396914,0.414912,0.39983,0.395955,0.413481,0.398515,0.395226,0.402666,0.401173,0.399639,0.392459,0.390925,0.389347,0.386306,0.384181,0.381946,0.640633,0.633989,0.627192,0.638184,0.632192,0.626056,0.636197,0.630739,0.62512,0.521835
0.558451,0.560203,0.561984,0.559684,0.561467,0.563267,0.560692,0.562491,0.56432,0.369179,0.351014,0.331982,0.359387,0.340647,0.320965,0.351056,0.331829,0.311573,0.440399,0.430019,0.420979,0.431823,0.423206,0.414296,0.426025,0.417527,0.408741,0.896342,0.906627,0.916782,0.896283,0.906818,0.917238,0.896239,0.906981,0.917578,0.237834,0.229753,0.222047,0.23319,0.225249,0.217703,0.229604,0.221766,0.214317,0.348486,0.335151,0.333425,0.346289,0.33306,0.33217,0.344591,0.331465,0.331218,0.396097,0.37819,0.359601,0.388433,0.370282,0.35142,0.384384,0.36554,0.345835,0.448679,0.443512,0.438231,0.443683,0.438885,0.433956,0.439648,0.435121,0.430475,0.007655
0.54984,0.547604,0.545372,0.549363,0.547098,0.544825,0.548975,0.546703,0.544381,0.219982,0.214977,0.209718,0.208734,0.203415,0.197808,0.199176,0.193551,0.187651,0.258465,0.258865,0.261442,0.252586,0.255311,0.258118,0.249446,0.252343,0.255346,0.391677,0.392339,0.392967,0.393025,0.393608,0.394205,0.394101,0.394656,0.395183,0.197373,0.191613,0.18612,0.192695,0.187105,0.181785,0.189106,0.1836,0.178409,0.278419,0.265966,0.266259,0.276306,0.263962,0.265144,0.274689,0.262422,0.264305,0.223289,0.220524,0.217654,0.213935,0.211076,0.208103,0.209138,0.205506,0.201698,0.24352,0.247726,0.252016,0.240304,0.24477,0.249343,0.237706,0.242367,0.247166,0.022263
0.704291,0.705092,0.705913,0.703993,0.70482,0.705648,0.703742,0.704587,0.705453,0.243125,0.233977,0.224377,0.232844,0.223181,0.213007,0.224115,0.213984,0.203301,0.338264,0.34296,0.349707,0.329029,0.335851,0.342881,0.322922,0.329956,0.33722,0.618719,0.617076,0.615447,0.619239,0.617503,0.615799,0.619661,0.617878,0.616091,0.218656,0.21273,0.207096,0.213978,0.208243,0.202766,0.210398,0.204751,0.199409,0.320562,0.308911,0.309241,0.318263,0.306725,0.307923,0.316497,0.30506,0.306921,0.232871,0.228093,0.223133,0.223474,0.218562,0.213452,0.218621,0.212896,0.206902,0.325676,0.333747,0.341986,0.32016,0.328562,0.337166,0.315687,0.324349,0.333239,0.067848
0.629175,0.627055,0.624923,0.628317,0.62616,0.623992,0.627615,0.625453,0.623244,0.17286,0.167009,0.160862,0.166197,0.159951,0.153368,0.160529,0.153924,0.146977,0.312235,0.315104,0.320065,0.308507,0.313632,0.318911,0.307001,0.312388,0.317965,0.228362,0.223821,0.219309,0.229339,0.224676,0.220073,0.230116,0.22537,0.220678,0.185068,0.180985,0.177092,0.18121,0.177247,0.173479,0.178237,0.174353,0.170692,0.30551,0.294288,0.295312,0.303846,0.292722,0.294587,0.302577,0.291543,0.294046,0.170193,0.170042,0.169886,0.163713,0.163559,0.163398,0.161493,0.1606,0.159633,0.302457,0.308762,0.315212,0.301037,0.307688,0.314499,0.299894,0.306826,0.313924,0.099324
0.352441,0.346491,0.340485,0.354876,0.348957,0.342963,0.356837,0.350951,0.344991,0.588356,0.596074,0.604156,0.576735,0.584523,0.592692,0.566852,0.57468,0.582908,0.071051,0.066357,0.064224,0.070086,0.068417,0.066694,0.071433,0.070098,0.068747,0.651465,0.651876,0.652261,0.650755,0.651227,0.651705,0.650184,0.650733,0.651266,0.435729,0.439584,0.44327,0.43103,0.435052,0.438889,0.42741,0.431528,0.435481,0.137802,0.117946,0.113581,0.137328,0.117625,0.114313,0.136957,0.117396,0.114912,0.617711,0.624458,0.631445,0.610161,0.617022,0.624176,0.605367,0.611957,0.618819,0.111763,0.112263,0.112762,0.115321,0.116354,0.117412,0.118231,0.119689,0.121202,0.319719
